cellLine,drug,doseID,concentration,viability,study
G-402,AZD6244,doses7,1,83.3614991742328,GDSC
G-402,AZD6244,doses8,2,69.430623030097,GDSC
G-402,AZD6244,doses9,4,100.328016940924,GDSC
GAMG,AZD6244,doses1,0.015625,79.0876853210655,GDSC
GAMG,AZD6244,doses2,0.03125,95.5944192149586,GDSC
GAMG,AZD6244,doses3,0.0625,86.505685111309,GDSC
GAMG,AZD6244,doses4,0.125,78.9779180009731,GDSC
GAMG,AZD6244,doses5,0.25,89.3520652737047,GDSC
GAMG,AZD6244,doses6,0.5,56.7981061983051,GDSC
GAMG,AZD6244,doses7,1,78.8477112488635,GDSC
GAMG,AZD6244,doses8,2,99.6792775543967,GDSC
GAMG,AZD6244,doses9,4,58.8814142320585,GDSC
GI-1,AZD6244,doses1,0.015625,86.0648862949924,GDSC
GI-1,AZD6244,doses2,0.03125,106.113589802315,GDSC
GI-1,AZD6244,doses3,0.0625,85.2207425915132,GDSC
GI-1,AZD6244,doses4,0.125,91.8712313283775,GDSC
GI-1,AZD6244,doses5,0.25,92.6134889400646,GDSC
GI-1,AZD6244,doses6,0.5,95.0878101122177,GDSC
GI-1,AZD6244,doses7,1,84.0046952830134,GDSC
GI-1,AZD6244,doses8,2,80.5529649489154,GDSC
GI-1,AZD6244,doses9,4,80.3557785583367,GDSC
HCC1395,AZD6244,doses1,0.015625,94.9471233163315,GDSC
HCC1395,AZD6244,doses2,0.03125,100.459951267155,GDSC
HCC1395,AZD6244,doses3,0.0625,101.822068796357,GDSC
HCC1395,AZD6244,doses4,0.125,100.871003026963,GDSC
HCC1395,AZD6244,doses5,0.25,94.0949368244924,GDSC
HCC1395,AZD6244,doses6,0.5,101.648475251723,GDSC
HCC1395,AZD6244,doses7,1,94.8189008117724,GDSC
HCC1395,AZD6244,doses8,2,97.2400869122841,GDSC
HCC1395,AZD6244,doses9,4,89.9457058933069,GDSC
HD-MY-Z,AZD6244,doses1,0.015625,114.431230234715,GDSC
HD-MY-Z,AZD6244,doses2,0.03125,104.865788048537,GDSC
HD-MY-Z,AZD6244,doses3,0.0625,107.42911394273,GDSC
HD-MY-Z,AZD6244,doses4,0.125,102.930396226818,GDSC
HD-MY-Z,AZD6244,doses5,0.25,102.549988033535,GDSC
HD-MY-Z,AZD6244,doses6,0.5,115.633945454028,GDSC
HD-MY-Z,AZD6244,doses7,1,102.187297482131,GDSC
HD-MY-Z,AZD6244,doses8,2,101.042425152482,GDSC
HD-MY-Z,AZD6244,doses9,4,91.978288010055,GDSC
HPAF-II,AZD6244,doses1,0.0078125,74.4269649624254,GDSC
HPAF-II,AZD6244,doses2,0.015625,126.250311427609,GDSC
HPAF-II,AZD6244,doses3,0.03125,122.671732270239,GDSC
HPAF-II,AZD6244,doses4,0.0625,62.5834841792798,GDSC
HPAF-II,AZD6244,doses5,0.125,86.5383410299854,GDSC
HPAF-II,AZD6244,doses6,0.25,66.9716532181995,GDSC
HPAF-II,AZD6244,doses7,0.5,92.8143231199574,GDSC
HPAF-II,AZD6244,doses8,1,55.6285388340427,GDSC
HPAF-II,AZD6244,doses9,2,59.64623009672,GDSC
Hs-578-T,AZD6244,doses1,0.015625,96.6016209969339,GDSC
Hs-578-T,AZD6244,doses2,0.03125,99.3273158826925,GDSC
Hs-578-T,AZD6244,doses3,0.0625,96.5040372870764,GDSC
Hs-578-T,AZD6244,doses4,0.125,133.85982454296,GDSC
Hs-578-T,AZD6244,doses5,0.25,88.2925343273256,GDSC
Hs-578-T,AZD6244,doses6,0.5,95.7157408252818,GDSC
Hs-578-T,AZD6244,doses7,1,113.853403995345,GDSC
Hs-578-T,AZD6244,doses8,2,112.929194350483,GDSC
Hs-578-T,AZD6244,doses9,4,99.7332954050655,GDSC
HT-1080,AZD6244,doses1,0.015625,118.054993430615,GDSC
HT-1080,AZD6244,doses2,0.03125,121.676651446174,GDSC
HT-1080,AZD6244,doses3,0.0625,102.375322901818,GDSC
HT-1080,AZD6244,doses4,0.125,94.2621897725077,GDSC
HT-1080,AZD6244,doses5,0.25,71.083742492652,GDSC
HT-1080,AZD6244,doses6,0.5,60.6766910125766,GDSC
HT-1080,AZD6244,doses7,1,48.8218579322934,GDSC
HT-1080,AZD6244,doses8,2,55.4044820131649,GDSC
HT-1080,AZD6244,doses9,4,50.0310933465858,GDSC
IA-LM,AZD6244,doses1,0.015625,99.3673928892944,GDSC
IA-LM,AZD6244,doses2,0.03125,104.905143516881,GDSC
IA-LM,AZD6244,doses3,0.0625,107.336080152756,GDSC
IA-LM,AZD6244,doses4,0.125,107.852262389295,GDSC
IA-LM,AZD6244,doses5,0.25,93.404516000023,GDSC
IA-LM,AZD6244,doses6,0.5,105.662554654124,GDSC
IA-LM,AZD6244,doses7,1,108.223231175739,GDSC
IA-LM,AZD6244,doses8,2,101.608282414253,GDSC
IA-LM,AZD6244,doses9,4,96.5402933301419,GDSC
KNS-62,AZD6244,doses1,0.015625,96.8225708481841,GDSC
KNS-62,AZD6244,doses2,0.03125,100.355083335949,GDSC
KNS-62,AZD6244,doses3,0.0625,92.5876547697608,GDSC
KNS-62,AZD6244,doses4,0.125,123.777541532121,GDSC
KNS-62,AZD6244,doses5,0.25,89.5707661380025,GDSC
KNS-62,AZD6244,doses6,0.5,102.532627623964,GDSC
KNS-62,AZD6244,doses7,1,88.8911860061921,GDSC
KNS-62,AZD6244,doses8,2,82.7549360702982,GDSC
KNS-62,AZD6244,doses9,4,98.4053078515367,GDSC
KYSE-140,AZD6244,doses1,0.015625,102.864220126645,GDSC
KYSE-140,AZD6244,doses2,0.03125,94.9693149011459,GDSC
KYSE-140,AZD6244,doses3,0.0625,109.288978599455,GDSC
KYSE-140,AZD6244,doses4,0.125,116.997274678572,GDSC
KYSE-140,AZD6244,doses5,0.25,109.146307195252,GDSC
KYSE-140,AZD6244,doses6,0.5,108.941769429934,GDSC
KYSE-140,AZD6244,doses7,1,120.593604127526,GDSC
KYSE-140,AZD6244,doses8,2,115.31122695138,GDSC
KYSE-140,AZD6244,doses9,4,101.930416847455,GDSC
KYSE-150,AZD6244,doses1,0.015625,103.356843039285,GDSC
KYSE-150,AZD6244,doses2,0.03125,108.225652523492,GDSC
KYSE-150,AZD6244,doses3,0.0625,99.510457213232,GDSC
KYSE-150,AZD6244,doses4,0.125,77.9242455420632,GDSC
KYSE-150,AZD6244,doses5,0.25,97.6702961938405,GDSC
KYSE-150,AZD6244,doses6,0.5,70.8934207914066,GDSC
KYSE-150,AZD6244,doses7,1,85.8788244923063,GDSC
KYSE-150,AZD6244,doses8,2,67.1975587192808,GDSC
KYSE-150,AZD6244,doses9,4,62.6724505582956,GDSC
KYSE-180,AZD6244,doses1,0.015625,71.4120557675872,GDSC
KYSE-180,AZD6244,doses2,0.03125,92.9584939377589,GDSC
KYSE-180,AZD6244,doses3,0.0625,75.0540415142682,GDSC
KYSE-180,AZD6244,doses4,0.125,88.5288991108928,GDSC
KYSE-180,AZD6244,doses5,0.25,87.8968531823655,GDSC
KYSE-180,AZD6244,doses6,0.5,96.5759963796995,GDSC
KYSE-180,AZD6244,doses7,1,121.650290429839,GDSC
KYSE-180,AZD6244,doses8,2,105.082626445171,GDSC
KYSE-180,AZD6244,doses9,4,93.6783030971246,GDSC
KYSE-450,AZD6244,doses1,0.015625,108.273803705295,GDSC
KYSE-450,AZD6244,doses2,0.03125,99.4188128169374,GDSC
KYSE-450,AZD6244,doses3,0.0625,121.191770335063,GDSC
KYSE-450,AZD6244,doses4,0.125,125.020587845794,GDSC
KYSE-450,AZD6244,doses5,0.25,119.817143599562,GDSC
KYSE-450,AZD6244,doses6,0.5,117.853039392362,GDSC
KYSE-450,AZD6244,doses7,1,127.861457182368,GDSC
KYSE-450,AZD6244,doses8,2,125.541126646369,GDSC
KYSE-450,AZD6244,doses9,4,115.015150487058,GDSC
KYSE-510,AZD6244,doses1,0.015625,97.6228462035432,GDSC
KYSE-510,AZD6244,doses2,0.03125,96.5739977694119,GDSC
KYSE-510,AZD6244,doses3,0.0625,81.1986428623296,GDSC
KYSE-510,AZD6244,doses4,0.125,77.1207443474631,GDSC
KYSE-510,AZD6244,doses5,0.25,125.265865570793,GDSC
KYSE-510,AZD6244,doses6,0.5,60.8638262822346,GDSC
KYSE-510,AZD6244,doses7,1,104.793312017982,GDSC
KYSE-510,AZD6244,doses8,2,65.8063034974629,GDSC
KYSE-510,AZD6244,doses9,4,118.535367012109,GDSC
KYSE-70,AZD6244,doses1,0.015625,105.536061146638,GDSC
KYSE-70,AZD6244,doses2,0.03125,88.7572699645256,GDSC
KYSE-70,AZD6244,doses3,0.0625,114.586885725712,GDSC
KYSE-70,AZD6244,doses4,0.125,90.2327448752701,GDSC
KYSE-70,AZD6244,doses5,0.25,128.90139367534,GDSC
KYSE-70,AZD6244,doses6,0.5,71.6140124663051,GDSC
KYSE-70,AZD6244,doses7,1,113.591140270576,GDSC
KYSE-70,AZD6244,doses8,2,90.5534538884193,GDSC
KYSE-70,AZD6244,doses9,4,69.8178285424113,GDSC
LOXIMVI,AZD6244,doses1,0.015625,72.313788801025,GDSC
LOXIMVI,AZD6244,doses2,0.03125,98.9805188885796,GDSC
LOXIMVI,AZD6244,doses3,0.0625,85.3662502586877,GDSC
LOXIMVI,AZD6244,doses4,0.125,63.4075144489439,GDSC
LOXIMVI,AZD6244,doses5,0.25,56.1426851130711,GDSC
LOXIMVI,AZD6244,doses6,0.5,53.677492359699,GDSC
LOXIMVI,AZD6244,doses7,1,43.2084289469649,GDSC
LOXIMVI,AZD6244,doses8,2,47.5408521049115,GDSC
LOXIMVI,AZD6244,doses9,4,34.182621153984,GDSC
LS-411N,AZD6244,doses1,0.015625,73.4154052769671,GDSC
LS-411N,AZD6244,doses2,0.03125,85.3580133226332,GDSC
LS-411N,AZD6244,doses3,0.0625,78.6612429803547,GDSC
LS-411N,AZD6244,doses4,0.125,73.5209525733247,GDSC
LS-411N,AZD6244,doses5,0.25,69.2099623519623,GDSC
LS-411N,AZD6244,doses6,0.5,72.2794010970134,GDSC
LS-411N,AZD6244,doses7,1,63.3047967323663,GDSC
LS-411N,AZD6244,doses8,2,56.0840594545978,GDSC
LS-411N,AZD6244,doses9,4,67.4903638677972,GDSC
MDA-MB-175-VII,AZD6244,doses1,0.015625,108.385118890098,GDSC
MDA-MB-175-VII,AZD6244,doses2,0.03125,84.8954401770989,GDSC
MDA-MB-175-VII,AZD6244,doses3,0.0625,168.02033241686,GDSC
MDA-MB-175-VII,AZD6244,doses4,0.125,119.203143524109,GDSC
MDA-MB-175-VII,AZD6244,doses5,0.25,126.740813725177,GDSC
MDA-MB-175-VII,AZD6244,doses6,0.5,134.160836861137,GDSC
MDA-MB-175-VII,AZD6244,doses7,1,134.801612432445,GDSC
MDA-MB-175-VII,AZD6244,doses8,2,125.318157913423,GDSC
MDA-MB-175-VII,AZD6244,doses9,4,132.84757008042,GDSC
MFE-296,AZD6244,doses1,0.015625,90.4224445676526,GDSC
MFE-296,AZD6244,doses2,0.03125,90.8744540610606,GDSC
MFE-296,AZD6244,doses3,0.0625,107.300889969226,GDSC
MFE-296,AZD6244,doses4,0.125,105.239956309778,GDSC
MFE-296,AZD6244,doses5,0.25,98.4305058064789,GDSC
MFE-296,AZD6244,doses6,0.5,98.0356017905135,GDSC
MFE-296,AZD6244,doses7,1,73.6113775865533,GDSC
MFE-296,AZD6244,doses8,2,69.2710591555339,GDSC
MFE-296,AZD6244,doses9,4,77.8181477581568,GDSC
NCI-H1155,AZD6244,doses1,0.015625,95.3771130688406,GDSC
NCI-H1155,AZD6244,doses2,0.03125,103.152080845609,GDSC
NCI-H1155,AZD6244,doses3,0.0625,91.5545983273144,GDSC
NCI-H1155,AZD6244,doses4,0.125,89.5495443252759,GDSC
NCI-H1155,AZD6244,doses5,0.25,87.1582131088857,GDSC
NCI-H1155,AZD6244,doses6,0.5,85.142871488729,GDSC
NCI-H1155,AZD6244,doses7,1,82.8908177294742,GDSC
NCI-H1155,AZD6244,doses8,2,77.3440400379005,GDSC
NCI-H1155,AZD6244,doses9,4,79.3296403340761,GDSC
NCI-H1299,AZD6244,doses1,0.0078125,171.397050550538,GDSC
NCI-H1299,AZD6244,doses2,0.015625,100.680847363666,GDSC
NCI-H1299,AZD6244,doses3,0.03125,135.591351896047,GDSC
NCI-H1299,AZD6244,doses4,0.0625,91.1250504421844,GDSC
NCI-H1299,AZD6244,doses5,0.125,95.4801466011667,GDSC
NCI-H1299,AZD6244,doses6,0.25,88.517984813625,GDSC
NCI-H1299,AZD6244,doses7,0.5,107.791777706989,GDSC
NCI-H1299,AZD6244,doses8,1,104.656790328402,GDSC
NCI-H1299,AZD6244,doses9,2,115.230205496023,GDSC
NCI-H1703,AZD6244,doses1,0.015625,91.1745524567892,GDSC
NCI-H1703,AZD6244,doses2,0.03125,97.7682827193907,GDSC
NCI-H1703,AZD6244,doses3,0.0625,92.4390031648733,GDSC
NCI-H1703,AZD6244,doses4,0.125,100.14229596419,GDSC
NCI-H1703,AZD6244,doses5,0.25,81.5112202525135,GDSC
NCI-H1703,AZD6244,doses6,0.5,82.4495609561518,GDSC
NCI-H1703,AZD6244,doses7,1,83.9376138607212,GDSC
NCI-H1703,AZD6244,doses8,2,88.1607102568079,GDSC
NCI-H1703,AZD6244,doses9,4,102.651484340366,GDSC
NCI-H460,AZD6244,doses1,0.015625,122.366099333748,GDSC
NCI-H460,AZD6244,doses2,0.03125,76.8521779439319,GDSC
NCI-H460,AZD6244,doses3,0.0625,104.082946635144,GDSC
NCI-H460,AZD6244,doses4,0.125,91.6888600706802,GDSC
NCI-H460,AZD6244,doses5,0.25,73.6152873701352,GDSC
NCI-H460,AZD6244,doses6,0.5,83.9300503689497,GDSC
NCI-H460,AZD6244,doses7,1,59.8793615728153,GDSC
NCI-H460,AZD6244,doses8,2,46.362242565922,GDSC
NCI-H460,AZD6244,doses9,4,49.7461027609991,GDSC
NCI-H522,AZD6244,doses1,0.0078125,91.9540815111679,GDSC
NCI-H522,AZD6244,doses2,0.015625,84.6525962950215,GDSC
NCI-H522,AZD6244,doses3,0.03125,126.508672942522,GDSC
NCI-H522,AZD6244,doses4,0.0625,81.9253616984767,GDSC
NCI-H522,AZD6244,doses5,0.125,66.4549991928562,GDSC
NCI-H522,AZD6244,doses6,0.25,77.8689810228399,GDSC
NCI-H522,AZD6244,doses7,0.5,94.8673003600343,GDSC
NCI-H522,AZD6244,doses8,1,61.3596720042499,GDSC
NCI-H522,AZD6244,doses9,2,102.725135020626,GDSC
PC-14,AZD6244,doses1,0.015625,102.696080985996,GDSC
PC-14,AZD6244,doses2,0.03125,89.7453407910087,GDSC
PC-14,AZD6244,doses3,0.0625,82.7687222120053,GDSC
PC-14,AZD6244,doses4,0.125,106.324504040429,GDSC
PC-14,AZD6244,doses5,0.25,103.126738963519,GDSC
PC-14,AZD6244,doses6,0.5,103.566341454147,GDSC
PC-14,AZD6244,doses7,1,97.8908446052069,GDSC
PC-14,AZD6244,doses8,2,110.459308507188,GDSC
PC-14,AZD6244,doses9,4,107.272419145075,GDSC
PSN1,AZD6244,doses1,0.015625,84.763574255579,GDSC
PSN1,AZD6244,doses2,0.03125,96.0588515408116,GDSC
PSN1,AZD6244,doses3,0.0625,82.7129499918181,GDSC
PSN1,AZD6244,doses4,0.125,73.1535784788423,GDSC
PSN1,AZD6244,doses5,0.25,48.2371335570272,GDSC
PSN1,AZD6244,doses6,0.5,44.1557013054446,GDSC
PSN1,AZD6244,doses7,1,32.5239076251751,GDSC
PSN1,AZD6244,doses8,2,21.8112288525492,GDSC
PSN1,AZD6244,doses9,4,9.96938264732627,GDSC
RD,AZD6244,doses1,0.0078125,99.1428573169934,GDSC
RD,AZD6244,doses2,0.015625,80.044031820726,GDSC
RD,AZD6244,doses3,0.03125,119.029563255573,GDSC
RD,AZD6244,doses4,0.0625,52.0888265782493,GDSC
RD,AZD6244,doses5,0.125,88.9640024644681,GDSC
RD,AZD6244,doses6,0.25,61.4765675529947,GDSC
RD,AZD6244,doses7,0.5,85.2390848056024,GDSC
RD,AZD6244,doses8,1,30.8322218131598,GDSC
RD,AZD6244,doses9,2,73.1643589571439,GDSC
RPMI-7951,AZD6244,doses1,0.015625,86.7668391134391,GDSC
RPMI-7951,AZD6244,doses2,0.03125,75.9780457665889,GDSC
RPMI-7951,AZD6244,doses3,0.0625,55.0303908649795,GDSC
RPMI-7951,AZD6244,doses4,0.125,102.661714198104,GDSC
RPMI-7951,AZD6244,doses5,0.25,74.4774149830261,GDSC
RPMI-7951,AZD6244,doses6,0.5,86.2607737170045,GDSC
RPMI-7951,AZD6244,doses7,1,64.2882682459548,GDSC
RPMI-7951,AZD6244,doses8,2,63.6413767517691,GDSC
RPMI-7951,AZD6244,doses9,4,63.1474254282593,GDSC
SCC-25,AZD6244,doses1,0.015625,86.8183757115488,GDSC
SCC-25,AZD6244,doses2,0.03125,101.488572590632,GDSC
SCC-25,AZD6244,doses3,0.0625,88.3482304912683,GDSC
SCC-25,AZD6244,doses4,0.125,79.9345249431804,GDSC
SCC-25,AZD6244,doses5,0.25,74.8928453872026,GDSC
SCC-25,AZD6244,doses6,0.5,71.0749009328897,GDSC
SCC-25,AZD6244,doses7,1,62.1287702281528,GDSC
SCC-25,AZD6244,doses8,2,67.3697374125969,GDSC
SCC-25,AZD6244,doses9,4,54.3791089047681,GDSC
SCC-9,AZD6244,doses1,0.015625,93.2197640588624,GDSC
SCC-9,AZD6244,doses2,0.03125,98.6400296207635,GDSC
SCC-9,AZD6244,doses3,0.0625,77.546237574262,GDSC
SCC-9,AZD6244,doses4,0.125,81.2441685743085,GDSC
SCC-9,AZD6244,doses5,0.25,102.435881710649,GDSC
SCC-9,AZD6244,doses6,0.5,84.4735138355442,GDSC
SCC-9,AZD6244,doses7,1,96.2563431955983,GDSC
SCC-9,AZD6244,doses8,2,80.3856928416622,GDSC
SCC-9,AZD6244,doses9,4,69.5359335523255,GDSC
SF295,AZD6244,doses1,0.015625,100.863021770734,GDSC
SF295,AZD6244,doses2,0.03125,96.6453641006506,GDSC
SF295,AZD6244,doses3,0.0625,105.38009348171,GDSC
SF295,AZD6244,doses4,0.125,90.2381335019641,GDSC
SF295,AZD6244,doses5,0.25,103.419822285,GDSC
SF295,AZD6244,doses6,0.5,85.9273758805858,GDSC
SF295,AZD6244,doses7,1,95.2339228637348,GDSC
SF295,AZD6244,doses8,2,86.2279393035935,GDSC
SF295,AZD6244,doses9,4,83.1585143661476,GDSC
SJSA-1,AZD6244,doses1,0.015625,112.166189574317,GDSC
SJSA-1,AZD6244,doses2,0.03125,96.140371612026,GDSC
SJSA-1,AZD6244,doses3,0.0625,65.9205323312897,GDSC
SJSA-1,AZD6244,doses4,0.125,45.9706715060282,GDSC
SJSA-1,AZD6244,doses5,0.25,79.8089338529129,GDSC
SJSA-1,AZD6244,doses6,0.5,89.1985735225731,GDSC
SJSA-1,AZD6244,doses7,1,57.9302084609157,GDSC
SJSA-1,AZD6244,doses8,2,61.2660773752852,GDSC
SJSA-1,AZD6244,doses9,4,48.1484528255215,GDSC
SK-CO-1,AZD6244,doses1,0.015625,129.112682473662,GDSC
SK-CO-1,AZD6244,doses2,0.03125,116.009481659332,GDSC
SK-CO-1,AZD6244,doses3,0.0625,136.545590447446,GDSC
SK-CO-1,AZD6244,doses4,0.125,136.538157299693,GDSC
SK-CO-1,AZD6244,doses5,0.25,129.065685797548,GDSC
SK-CO-1,AZD6244,doses6,0.5,138.936906013192,GDSC
SK-CO-1,AZD6244,doses7,1,118.651845795953,GDSC
SK-CO-1,AZD6244,doses8,2,117.237629491253,GDSC
SK-CO-1,AZD6244,doses9,4,108.80004767605,GDSC
SK-LMS-1,AZD6244,doses1,0.015625,71.2740992497392,GDSC
SK-LMS-1,AZD6244,doses2,0.03125,122.028405598913,GDSC
SK-LMS-1,AZD6244,doses3,0.0625,142.432852458974,GDSC
SK-LMS-1,AZD6244,doses4,0.125,101.176262462164,GDSC
SK-LMS-1,AZD6244,doses5,0.25,117.023295310949,GDSC
SK-LMS-1,AZD6244,doses6,0.5,106.719949136226,GDSC
SK-LMS-1,AZD6244,doses7,1,126.636101637936,GDSC
SK-LMS-1,AZD6244,doses8,2,118.773854795503,GDSC
SK-LMS-1,AZD6244,doses9,4,114.685739709873,GDSC
SK-MES-1,AZD6244,doses1,0.015625,89.6861630065554,GDSC
SK-MES-1,AZD6244,doses2,0.03125,79.5482951820615,GDSC
SK-MES-1,AZD6244,doses3,0.0625,100.188512654007,GDSC
SK-MES-1,AZD6244,doses4,0.125,93.2047675037362,GDSC
SK-MES-1,AZD6244,doses5,0.25,94.6321789028216,GDSC
SK-MES-1,AZD6244,doses6,0.5,77.1543844279259,GDSC
SK-MES-1,AZD6244,doses7,1,74.4890042919223,GDSC
SK-MES-1,AZD6244,doses8,2,67.8621730232083,GDSC
SK-MES-1,AZD6244,doses9,4,56.1023244674808,GDSC
SK-N-AS,AZD6244,doses1,0.015625,100.160058843928,GDSC
SK-N-AS,AZD6244,doses2,0.03125,107.900017218002,GDSC
SK-N-AS,AZD6244,doses3,0.0625,107.001888667175,GDSC
SK-N-AS,AZD6244,doses4,0.125,111.331657085356,GDSC
SK-N-AS,AZD6244,doses5,0.25,95.1857551829924,GDSC
SK-N-AS,AZD6244,doses6,0.5,97.1556873742127,GDSC
SK-N-AS,AZD6244,doses7,1,113.615380723264,GDSC
SK-N-AS,AZD6244,doses8,2,96.4910860852534,GDSC
SK-N-AS,AZD6244,doses9,4,97.5348664542228,GDSC
SK-N-DZ,AZD6244,doses1,0.015625,140.672145537033,GDSC
SK-N-DZ,AZD6244,doses2,0.03125,82.7758337725049,GDSC
SK-N-DZ,AZD6244,doses3,0.0625,106.052098337986,GDSC
SK-N-DZ,AZD6244,doses4,0.125,116.277805150303,GDSC
SK-N-DZ,AZD6244,doses5,0.25,87.7861176470667,GDSC
SK-N-DZ,AZD6244,doses6,0.5,57.1560931539818,GDSC
SK-N-DZ,AZD6244,doses7,1,104.732053372842,GDSC
SK-N-DZ,AZD6244,doses8,2,129.780302826353,GDSC
SK-N-DZ,AZD6244,doses9,4,77.421387231216,GDSC
SK-N-FI,AZD6244,doses1,0.015625,112.517987763638,GDSC
SK-N-FI,AZD6244,doses2,0.03125,79.4005513218001,GDSC
SK-N-FI,AZD6244,doses3,0.0625,91.7796428323267,GDSC
SK-N-FI,AZD6244,doses4,0.125,74.738616466076,GDSC
SK-N-FI,AZD6244,doses5,0.25,80.6584906328067,GDSC
SK-N-FI,AZD6244,doses6,0.5,86.2259697820424,GDSC
SK-N-FI,AZD6244,doses7,1,75.1953493789244,GDSC
SK-N-FI,AZD6244,doses8,2,69.9669118072145,GDSC
SK-N-FI,AZD6244,doses9,4,78.3999486420663,GDSC
SNU-387,AZD6244,doses1,0.015625,96.3200382291435,GDSC
SNU-387,AZD6244,doses2,0.03125,112.248807192428,GDSC
SNU-387,AZD6244,doses3,0.0625,95.2616958619651,GDSC
SNU-387,AZD6244,doses4,0.125,108.70973382714,GDSC
SNU-387,AZD6244,doses5,0.25,105.10196555638,GDSC
SNU-387,AZD6244,doses6,0.5,121.139470840624,GDSC
SNU-387,AZD6244,doses7,1,110.228736148654,GDSC
SNU-387,AZD6244,doses8,2,105.520747333049,GDSC
SNU-387,AZD6244,doses9,4,95.195205071108,GDSC
SNU-423,AZD6244,doses1,0.015625,106.592476532733,GDSC
SNU-423,AZD6244,doses2,0.03125,113.78644761979,GDSC
SNU-423,AZD6244,doses3,0.0625,111.712986557271,GDSC
SNU-423,AZD6244,doses4,0.125,115.379071584612,GDSC
SNU-423,AZD6244,doses5,0.25,108.593502274291,GDSC
SNU-423,AZD6244,doses6,0.5,118.689651681444,GDSC
SNU-423,AZD6244,doses7,1,109.438898717616,GDSC
SNU-423,AZD6244,doses8,2,121.418366469765,GDSC
SNU-423,AZD6244,doses9,4,116.011927546695,GDSC
SW1417,AZD6244,doses1,0.015625,80.660933382234,GDSC
SW1417,AZD6244,doses2,0.03125,98.2008565075513,GDSC
SW1417,AZD6244,doses3,0.0625,85.1967881782305,GDSC
SW1417,AZD6244,doses4,0.125,95.7534217889095,GDSC
SW1417,AZD6244,doses5,0.25,80.5198864106677,GDSC
SW1417,AZD6244,doses6,0.5,75.5308315093108,GDSC
SW1417,AZD6244,doses7,1,59.7976969673027,GDSC
SW1417,AZD6244,doses8,2,60.0386329416831,GDSC
SW1417,AZD6244,doses9,4,55.8269549557454,GDSC
SW1573,AZD6244,doses1,0.015625,99.7320083891019,GDSC
SW1573,AZD6244,doses2,0.03125,95.2635335058127,GDSC
SW1573,AZD6244,doses3,0.0625,92.9313908900551,GDSC
SW1573,AZD6244,doses4,0.125,95.5113990698526,GDSC
SW1573,AZD6244,doses5,0.25,97.3181632160738,GDSC
SW1573,AZD6244,doses6,0.5,97.9662678897802,GDSC
SW1573,AZD6244,doses7,1,90.243480176816,GDSC
SW1573,AZD6244,doses8,2,87.3039117977228,GDSC
SW1573,AZD6244,doses9,4,76.3867954110541,GDSC
TE-1,AZD6244,doses1,0.015625,103.952476820646,GDSC
TE-1,AZD6244,doses2,0.03125,96.124638800578,GDSC
TE-1,AZD6244,doses3,0.0625,107.484854245357,GDSC
TE-1,AZD6244,doses4,0.125,87.1615744908755,GDSC
TE-1,AZD6244,doses5,0.25,94.9662778245766,GDSC
TE-1,AZD6244,doses6,0.5,75.3818621159514,GDSC
TE-1,AZD6244,doses7,1,101.241380761976,GDSC
TE-1,AZD6244,doses8,2,85.170003326176,GDSC
TE-1,AZD6244,doses9,4,77.5755003068904,GDSC
TE-11,AZD6244,doses1,0.015625,71.532321095607,GDSC
TE-11,AZD6244,doses2,0.03125,90.1993937763878,GDSC
TE-11,AZD6244,doses3,0.0625,76.7524331301789,GDSC
TE-11,AZD6244,doses4,0.125,77.8513443970701,GDSC
TE-11,AZD6244,doses5,0.25,76.8156168828086,GDSC
TE-11,AZD6244,doses6,0.5,71.3045355668957,GDSC
TE-11,AZD6244,doses7,1,68.720158074717,GDSC
TE-11,AZD6244,doses8,2,71.83333497352,GDSC
TE-11,AZD6244,doses9,4,62.9927939132638,GDSC
TE-15,AZD6244,doses1,0.015625,103.445765046046,GDSC
TE-15,AZD6244,doses2,0.03125,110.233969229481,GDSC
TE-15,AZD6244,doses3,0.0625,90.8735847249998,GDSC
TE-15,AZD6244,doses4,0.125,104.102225708061,GDSC
TE-15,AZD6244,doses5,0.25,111.695152524033,GDSC
TE-15,AZD6244,doses6,0.5,94.3563347230586,GDSC
TE-15,AZD6244,doses7,1,98.1129060129086,GDSC
TE-15,AZD6244,doses8,2,97.655592183342,GDSC
TE-15,AZD6244,doses9,4,81.465829866632,GDSC
TE-5,AZD6244,doses1,0.015625,101.723332021384,GDSC
TE-5,AZD6244,doses2,0.03125,93.8151975992902,GDSC
TE-5,AZD6244,doses3,0.0625,87.5251952260675,GDSC
TE-5,AZD6244,doses4,0.125,104.249700261661,GDSC
TE-5,AZD6244,doses5,0.25,89.8729912720003,GDSC
TE-5,AZD6244,doses6,0.5,74.6611882074366,GDSC
TE-5,AZD6244,doses7,1,83.893129044428,GDSC
TE-5,AZD6244,doses8,2,81.1045034855205,GDSC
TE-5,AZD6244,doses9,4,66.2568734815009,GDSC
TYK-nu,AZD6244,doses1,0.015625,102.794843923761,GDSC
TYK-nu,AZD6244,doses2,0.03125,102.058375770719,GDSC
TYK-nu,AZD6244,doses3,0.0625,97.4402964716147,GDSC
TYK-nu,AZD6244,doses4,0.125,91.4423993343914,GDSC
TYK-nu,AZD6244,doses5,0.25,98.4466982611336,GDSC
TYK-nu,AZD6244,doses6,0.5,88.1870216625992,GDSC
TYK-nu,AZD6244,doses7,1,96.0003363514886,GDSC
